OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1
182486,13/04799/F,"31 Carfax CourtDurdham ParkBristolBS6 6XG","Installation of a boiler flue to run from the basement boiler room, across the side of the building and up to the roof level, terminating 1m above the parapet.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1159236608,0,0,182486
182488,13/04804/X,"51 Cassell RoadBristolBS16 5DQ",Variation of condition 2 (which lists approved plans) of planning permission 11/04009/F (Change of use from commercial office to a 1no. bedroom dwelling) revised plans to show elevational changes.,GRANTED subject to condition(s),GRANTED subject to condition(s),-36036608,0,0,182488
182489,13/04806/F,"Public ConveniencesHanover PlaceBristol",Proposed partial demolition of existing toilet block. Proposed internal alterations and construction of new pitched roof with canopy.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1652603904,0,0,182489
182491,13/04870/F,"18 Hill AvenueBristolBS3 4SH","Proposed conversion of single dwellinghouse into 2 no. self-contained dwellings, (1 x 1-bed and 1 x 2-bed) including alterations to the roof.",GRANTED subject to condition(s),GRANTED subject to condition(s),-468036608,0,0,182491
182492,13/04851/LA,"21 Caledonia PlaceBristolBS8 4DL",Internal alterations to existing first floor flat and installation of new boiler flue to rear.,GRANTED subject to condition(s),GRANTED subject to condition(s),-468036608,0,0,182492
182495,13/04853/F,"1 The ParadeShirehamptonBristolBS11 9TS","Proposed change of use of shop premises (Use Class A1) to Veterinary Practice (Use Class D1), change of glazed frontage.",GRANTED subject to condition(s),GRANTED subject to condition(s),-381636608,0,0,182495
182497,13/04854/A,"1 The ParadeShirehamptonBristolBS11 9TS",Proposed non-illuminated fascia sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),-727236608,0,0,182497
182498,13/04857/H,"11 Stockton CloseBristolBS14 0DS",Double storey side extension and rear conservatory with decking area,GRANTED subject to condition(s),GRANTED subject to condition(s),-1825403904,0,0,182498
182499,13/04862/F,"Filton Avenue Infants SchoolLockleaze RoadBristolBS7 9RP",Single storey extension adjacent to Lockleaze Road to school providing a new entrance and community rooms.,GRANTED subject to condition(s),GRANTED subject to condition(s),50363392,0,0,182499
182500,13/04866/X,"Unit A Bath Road Retail ParkTramway RoadBristolBS4 3LP",Variation of condition 11attached to planning permission 12/04728/F.,GRANTED subject to condition(s),GRANTED subject to condition(s),568763392,0,0,182500
182502,13/04869/F,"123 Chakeshill DriveBristolBS10 6PH",Retrospective application for bungalow on land adjacent to 123 Chakeshill Drive.,GRANTED subject to condition(s),GRANTED subject to condition(s),2037563392,0,0,182502
182508,13/00948/H,"44 Woolcot StreetBristolBS6 6QH","House renovation, including demolition and replacement of rear extension.",GRANTED subject to condition(s),GRANTED subject to condition(s),1653199872,0,0,182508
182509,13/00938/X,"Geo-Testing Services Ltd 1 Dean StreetSouthvilleBristol","Variation of Condition 12 attached to planning permission 12/04706/F to be amended to: ""No users of the ground floor accommodation shall remain on the premises outside the hours of 0700 to 22:30 Monday to Thursday; 07:00 to 24:00 Friday to Saturday, and 10:00 to 20:00 on Sundays and Bank Holiday Mondays. No amplified music to be played after the hours of 22:00 Monday to Thursday and 23:30 Friday to Saturday, and 20:00 Sundays.",GRANTED subject to condition(s),GRANTED subject to condition(s),-2123367424,0,0,182509
182511,13/01495/H,"8 Greenway RoadBristolBS6 6SF",Single storey rear extension with insertion of doors to rear elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1000167424,0,0,182511
182512,13/01497/H,"26 Tynte AvenueBristolBS13 0PX",Two storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1950567424,0,0,182512
182513,13/01818/H,"28 Norton Farm RoadBristolBS10 7ER",Two storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),2110232576,0,0,182513
182515,13/01507/VP,"Bristol Grammar SchoolUniversity RoadBristolBS8 1SR","Crown lift selected ash over footpath & highway by 5.2m (pic 4). Selective end weight reduction of 20% to Ash (pic 5). Face back Ash trees affecting street lighting & remove self set sycamore (pic 7.). Crown lift sycamore by 5.2m & fell small yew (pic E1/8). Crown lift yew trees by 2.5m (pic 9). Clear stems and lift branches of all Lime, Birch & Sycamore affecting roof of buildings. Reshape ash. Reduce line of conifers by 1m in height (pic 13). Remove two small elders on either side of steps at entrance to Sports Centre (Elmdale Road), remove ivy from hawthorn and shape around porch; crown raise Lawson's cypress by 2 m; remove ivy from sycamore (pic 17), remove small Ash tree nearest lodge porch; remove ivy from front row of trees (pic 18), fell one Lawson's cypress nearest highway at bottom of University Road (growing up within crown of mature ash) and crown lift adjacent roadside Lawson's cypress to 4m over parking bays and traffic sign (pic 19) all protected by TPO no. 121.",GRANTED,GRANTED,123032576,0,0,182515
182517,13/01811/H,"76 Camborne RoadBristolBS7 0DW",Conservatory to rear of house.,GRANTED subject to condition(s),GRANTED subject to condition(s),1505432576,0,0,182517
182518,13/01813/H,"5 Hillsborough RoadBristolBS4 3QW","Two storey side extension",GRANTED subject to condition(s),GRANTED subject to condition(s),2110232576,0,0,182518
182521,13/01805/FB,"Henbury Court Primary SchoolTrevelyan WalkBristolBS10 7NY","Installation of a two storey Portakabin Classroom Block.",GRANTED subject to condition(s),GRANTED subject to condition(s),1332632576,0,0,182521
182524,13/01895/F,"Sinclair HouseClifton RoadBristolBS8 1LD",Proposed refurbishment to include replacement polyester powder coated aluminium windows and new flues.,GRANTED subject to condition(s),GRANTED subject to condition(s),1505432576,0,0,182524
182526,13/01986/F,"131A Coldharbour RoadBristolBS6 7SN",Single storey rear shop extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1752734720,0,0,182526
182537,13/02250/VP,"14 The AvenueSneyd ParkBristolBS9 1PA",Crown raise to 3.5m above garden level in front garden of a copper beech (T3) protected by tree preservation order no. 1013/R,GRANTED,GRANTED,1419032576,0,0,182537
182540,13/02217/VP,"Goldney HallLower Clifton HillBristolBS8 1BH","Horse Chestnut (T60)(D-5): Remove the heavy lateral stem arising from base (South east side) and reduce lower branches on South  side of tree by 30%, to balance form and reduce encroachment to neighbouring property, London Plane (T61)(D-1): 30% end weight reduction, because of concerns with fungal infection (Laetiporus sulphurous) in main central branch union, Holly (T1)(D-4): stool to 1.5m to remove interference with canopy of T60, Holly (T2): stool to 1.5m to remove interference with canopy of T61, Holly (T3)(D-3): stool to 1.5m to remove interference with canopy of T61, Holly (T4)(D-2): stool to 1.5m to remove interference with canopy of T61, Bay tree (T5)(D-14): stool to 1.5m to remove interference with canopy of T61, Holly (T6)(D-15): stool to 1.5m to remove interference with canopy of T61 and Holly (T7)(D-17): stool to 1.5m to remove interference with canopy of neighbouring Lime tree. Protected by tree preservation order no. 035.",GRANTED,GRANTED,-1752734720,0,0,182540
182541,13/02164/H,"6 Esson RoadBristolBS15 1NP",Single storey rear extension to replace existing.,GRANTED subject to condition(s),GRANTED subject to condition(s),-370334720,0,0,182541
182542,13/02169/F,"13 - 19 (consec) Straits ParadeBristolBS16 2LE","Construction of 6 Maisonettes and 2 Apartments with associated access and refuse store, above existing Retail Units.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1493534720,0,0,182542
182544,13/02695/LA,"2 Rodney PlaceBristolBS8 4HY",Careful cleaning of the street facing front elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),1530465280,0,0,182544
182546,13/03274/F,"Unit 3 Heston House7 - 9 Emery RoadBristolBS4 5PF","Change of business use from offices (Use Class B1) to offices, general industry and storage and distribution (Use Classes B1,B2 and B8).",GRANTED subject to condition(s),GRANTED subject to condition(s),-1702669312,0,0,182546
182550,13/03948/H,"72 Richmond StreetBristolBS3 4TJ",Proposed balcony at first floor level with timber decking.,GRANTED subject to condition(s),GRANTED subject to condition(s),-406669312,0,0,182550
182551,13/03949/H,"93 Garnet StreetBristolBS3 3JN","Erecting a raised deck in place of a previously existing lean to at the rear of the property, giving access to the back garden.",GRANTED subject to condition(s),GRANTED subject to condition(s),543730688,0,0,182551
182554,13/03950/H,"70 Richmond StreetBristolBS3 4TJ",Proposed balcony at first floor level with timber decking.,GRANTED subject to condition(s),GRANTED subject to condition(s),-406669312,0,0,182554
182555,13/04363/F,"70 Park RowBristolBS1 5LE","Proposed conversion of mixed retail and 3 bed student flat to 6 bed student flat (Sui Generis); retention of ground floor retail unit (A1); associated alterations to entrance lobby/shopfront.",GRANTED subject to condition(s),GRANTED subject to condition(s),889330688,0,0,182555
182556,13/04377/H,"3 Rockleaze AvenueBristolBS9 1NG",Single storey rear conservatory.,GRANTED subject to condition(s),GRANTED subject to condition(s),1407730688,0,0,182556
182558,13/04394/H,"25 Fanshawe RoadBristolBS14 9RY",Proposed single storey lean-to extension to rear of property.,GRANTED subject to condition(s),GRANTED subject to condition(s),25330688,0,0,182558
182559,13/04393/LA,"30 Upper Cheltenham PlaceBristolBS6 5HR"," Roof repairs including insertion of additional rooflights and solar PV panels; alterations to lower ground floor window; demolition of non original cloakroom to courtyard, new cloakroom to lower ground floor corridor.",GRANTED subject to condition(s),GRANTED subject to condition(s),889330688,0,0,182559
182560,13/04396/F,"42 Queens RoadKnowleBristolBS4 2LT",Proposed two storey extension to accommodate a 1no.bed flat and a 2no. bed flat. proposed decking to rear of proposed extension and existing property.,GRANTED subject to condition(s),GRANTED subject to condition(s),136763392,0,0,182560
182561,13/04397/A,"32 The ArcadeBristolBS1 3JD","Installation of a fascia sign, window graphics and door window graphics.",GRANTED subject to condition(s),GRANTED subject to condition(s),-640836608,0,0,182561
182562,13/04455/A,"Tesco Stores LtdLime Trees RoadBristolBS6 7XW",Identifying and directional signage to customer 'Click & Collect' pick up location within the Tesco store car park.,GRANTED subject to condition(s),GRANTED subject to condition(s),1926130688,0,0,182562
182563,13/05037/F,"Hollywood BowlAvon MeadsSt Philips CausewayBristolBS2 0SP",Change of use from bowling alley (Class D2) to retail (Class A1) (Major application).,GRANTED subject to condition(s),GRANTED subject to condition(s),-1538742272,0,0,182563
182565,13/04738/LA,"7 Chatford HouseClifton DownBristolBS8 3NG","Proposed replacement of porch and storeroom windows, doors amd some plaster and render as a result of dry rot eradication.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1677636608,0,0,182565
182567,13/05137/F,"11 Woodstock AvenueBristolBS6 6EW",Change of use from single dwellinghouse (Use Class C3) to small House in Mulitple Occupation (Use Class C4).,GRANTED subject to condition(s),GRANTED subject to condition(s),-1739003904,0,0,182567
182568,13/05146/F,"3 & 4 Princes BuildingsBristolBS8 4LB",Adaptation and retention of detached garden cabin with attached deck located to the rear of the building for purposes ancillary to the main residential use of the property.,GRANTED subject to condition(s),GRANTED subject to condition(s),161796096,0,0,182568
182569,13/05147/F,"The Sofa Library Ltd 56 - 60 Whiteladies RoadBristolBS8 2PY",Proposed new shopfront.,GRANTED subject to condition(s),GRANTED subject to condition(s),223163392,0,0,182569
182572,13/05155/F,"Unit 11 - 3 Chapel LaneSpeedwellBristolBS5 7EY","Change of use from Sui generis to use within Use Classes B1(c), B2 and B8 and for the purposes of forklift truck driver training. Retrospective permission for the installation of new roof cladding, wall cladding, doors and windows, plus permission for the installation of four additional pedestrian doors and windows.",GRANTED subject to condition(s),GRANTED subject to condition(s),100428800,0,0,182572
